Tipo tabela,Segmento,Código do procedimento,Mnemônico,Descrição,Status do procedimento,Código tabela,Correlação TUSS,Descrição TUSS,Cobertura,Observação cobertura,Valor exame,Valor atualizado,Componente de preço,Quantidade CH,Unidade financeira,Valor unidade financeira,Porcentagem,Área Laboratorial Padrão,Área Laboratorial Exclusiva
1,1,279,CPR,CULTURA DE FEZES,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,956,CLV,CULTURA DE LESOES VULVARES,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,272,CUT,CULTURA DE LIQUIDO PERITONIAL,Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,280,CUO,CULTURA DE OROFARINGE,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,281,CST,CULTURA DE PONTA DO CATETER,Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,959,CSC,CULTURA DE SEC. CONJUTIVA,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,282,CSO,CULTURA DE SECRECAO DO OUVIDO,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,273,CSD,CULTURA DE SECRECAO ENDOCERVICAL,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,283,CSN,CULTURA DE SECRECAO NASAL,Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,284,COC,CULTURA DE SECRECAO OCULAR DIREITO,Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,240,COCE,CULTURA DE SECRECAO OCULAR ESQUERDO,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,274,PRT,CULTURA DE SECRECAO PROSTATICA,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,285,CTQ,CULTURA DE SECRECAO TRAQUEAL,Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,297,CSU,CULTURA DE SECRECAO URETRAL,Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,275,CSV,CULTURA DE SECRECAO VAGINAL,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,276,CVV,CULTURA DE SECRECAO VULVAR,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,241,CUU1,CULTURA DE URINA [URINA 1º JATO],Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,1410,CUUF,CULTURA DE URINA [URINA JATO FINAL],Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,287,CUU,CULTURA DE URINA [URINA JATO MEDIO],Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,1648,VLAN,CULTURA DE VIGILÂNCIA [NASAL],Ativo,116,,,S,,"R$ 50,00","R$ 52,50",2 - CH,50,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,1178,VLAR,CULTURA DE VIGILÂNCIA [RETAL],Ativo,116,,,S,,"R$ 50,00","R$ 52,50",2 - CH,50,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,910,CVLA,CULTURA DO ASPIRADO BRONQUICO,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,288,CVL,CULTURA DO LAVADO BRONQUICO,Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,291,CUA,CULTURA DO LIQUIDO ASCITICO,Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,1209,CLS,CULTURA DO LIQUIDO ESPESSO,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,232,CLP,CULTURA DO LIQUIDO PERICARDICO,Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,293,CUP,CULTURA DO LIQUIDO PLEURAL,Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,294,CUS,CULTURA DO LIQUIDO SINOVIAL,Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,289,CUL,CULTURA DO LIQUOR,Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,269,CP2,CULTURA GERAL [DIVERSOS 2ª AMOSTRA],Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,270,CP3,CULTURA GERAL [DIVERSOS 3a AMOSTRA],Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,271,CP4,CULTURA GERAL [DIVERSOS 4a AMOSTRA],Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,1433,CP5,CULTURA GERAL [DIVERSOS 5a AMOSTRA],Ativo,28100093,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,286,CSP,CULTURA GERAL [DIVERSOS],Ativo,28100662,,,S,,"R$ 25,00","R$ 26,25",2 - CH,25,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,972,EPF,FUNGOS - ESCARRO,Ativo,28100069,,,S,,"R$ 12,56","R$ 13,19",2 - CH,"12,56","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1030,PFP,FUNGOS - LIQUIDO PLEURAL,Ativo,28665445,,,S,,"R$ 12,56","R$ 13,19",2 - CH,"12,56","0001 - R$ 1,00",1,100,Microbiologia,
1,1,300,HEC,HEMOCULTURA [SANGUE],Ativo,28100298,,,S,,"R$ 34,80","R$ 36,54",2 - CH,"34,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1673,HC2AN,HEMOCULTURA ANAEROBICA [SANGUE 2ª],Ativo,28100298,,,S,,"R$ 34,80","R$ 36,54",2 - CH,"34,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,301,HEC2,HEMOCULTURA [SANGUE 2ª AMOSTRA],Ativo,28100298,,,S,,"R$ 34,80","R$ 36,54",2 - CH,"34,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,302,HEC3,HEMOCULTURA [SANGUE 3ª AMOSTRA],Ativo,28100298,,,S,,"R$ 34,80","R$ 36,54",2 - CH,"34,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1190,HEC4,HEMOCULTURA [SANGUE 4ª AMOSTRA],Ativo,28100298,,,S,,"R$ 34,80","R$ 36,54",2 - CH,"34,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1217,HEC5,HEMOCULTURA [SANGUE 5ª AMOSTRA],Ativo,28100298,,,S,,"R$ 34,80","R$ 36,54",2 - CH,"34,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1671,HC2AE,HEMOCULTURA AEROBICA [SANGUE 2ª],Ativo,28100298,,,S,,"R$ 34,80","R$ 36,54",2 - CH,"34,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1665,HCAE,HEMOCULTURA AEROBICA [SANGUE],Ativo,28100298,,,S,,"R$ 34,80","R$ 36,54",2 - CH,"34,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,1667,HCAN,HEMOCULTURA ANAEROBICA [SANGUE],Ativo,28100298,,,S,,"R$ 34,80","R$ 36,54",2 - CH,"34,8","0001 - R$ 1,00",1,100,Microbiologia,
1,1,236,PBS2,PESQUISA DE BAAR [DIVERSOS 2a AMOSTRA],Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,233,PBS3,PESQUISA DE BAAR [DIVERSOS 3a AMOSTRA],Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,255,PBS,PESQUISA DE BAAR [SECRECAO DIVERSOS],Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,911,LLBA,PESQUISA DE BAAR - ASPIRADO BRONQUICO,Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,247,LLB,PESQUISA DE BAAR - LAVADO BRONQUICO,Ativo,28100063,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,248,LINFA,PESQUISA DE BAAR - LINFA,Ativo,28100093,,,S,,"R$ 1,00",,2 - CH,1,"0001 - R$ 1,00",1,100,Microbiologia,
1,1,249,LAS,PESQUISA DE BAAR - LIQUIDO ASCITICO,Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,252,PBX,PESQUISA DE BAAR - LIQUIDO PERITONEAL,Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,250,LPE,PESQUISA DE BAAR - LIQUIDO PLEURAL,Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,251,LSI,PESQUISA DE BAAR - LIQUIDO SINOVIAL,Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,253,PBL,PESQUISA DE BAAR - LIQUOR,Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,256,BAR,PESQUISA DE BAAR [DIVERSOS],Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,908,BAAR2,PESQUISA DE BAAR [ESCARRO 2a AMOSTRA],Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,909,BAAR3,PESQUISA DE BAAR [ESCARRO 3a AMOSTRA],Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,254,PBU,PESQUISA DE BAAR [URINA JATO MEDIO],Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,977,FLB,PESQUISA DE FUNGOS - LAVADO BRONQUICO,Ativo,28100069,,,S,,"R$ 12,56","R$ 10,05",2 - CH,"12,56","0001 - R$ 1,00",1,100,Microbiologia,
1,1,290,FDI2,PESQUISA DE FUNGOS [DIVERSOS 2a AMOSTRA],Ativo,28100069,,,S,,"R$ 12,56","R$ 10,05",2 - CH,"12,56","0001 - R$ 1,00",1,100,Microbiologia,
1,1,234,FDI3,PESQUISA DE FUNGOS [DIVERSOS 3a AMOSTRA],Ativo,28100069,,,S,,"R$ 12,56","R$ 10,05",2 - CH,"12,56","0001 - R$ 1,00",1,100,Microbiologia,
1,1,299,FDI,PESQUISA DE FUNGOS [GRAM],Ativo,28100069,,,S,,"R$ 12,56","R$ 10,05",2 - CH,"12,56","0001 - R$ 1,00",1,100,Microbiologia,
1,1,306,PTR,PESQUISA DE TRICHOMONAS,Ativo,28100069,,,S,,"R$ 14,17","R$ 11,34",2 - CH,"14,17","0001 - R$ 1,00",1,100,Microbiologia,
1,1,298,LCF,PESQUISA DIRETA PARA CRYPTOCOCCUS,Ativo,28100069,,,S,,"R$ 12,56","R$ 10,05",2 - CH,"12,56","0001 - R$ 1,00",1,100,Microbiologia,
1,1,98,MIE,MIELOGRAMA [MEDULA],Ativo,28040554,,,NC,,,,2 - CH,"247,82","0001 - R$ 1,00",1,100,Mielograma,
1,1,307,PGN,PESQUISA DE GORDURA NAS FEZES 1ª AMOSTRA,Ativo,1175,,,S,,"11,56","11,56",2 - CH,"11,56","0001 - R$ 1,00",1,100,Parasitologia,
1,1,316,PSR,PESQUISA DE SUBST. REDUTORAS NAS FEZES,Ativo,28030249,,,S,,"9,14","9,14",2 - CH,"9,14","0001 - R$ 1,00",1,100,Parasitologia,
1,1,319,PSO,PESQUISA DE SANGUE OCULTO NAS FEZES,Ativo,28030176,,,S,,"12,56","12,56",2 - CH,"12,56","0001 - R$ 1,00",1,100,Parasitologia,
1,1,1148,PSO2,PESQUISA DE SANGUE OCULTO NAS FEZES 2ª AMOSTRA,Ativo,28030176,,,S,,"12,56","12,56",2 - CH,"12,56","0001 - R$ 1,00",1,100,Parasitologia,
1,1,1149,PSO3,PESQUISA DE SANGUE OCULTO NAS FEZES 3ª AMOSTRA,Ativo,28030176,,,S,,"12,56","12,56",2 - CH,"12,56","0001 - R$ 1,00",1,100,Parasitologia,
1,1,1242,PSR2,PESQUISA DE SUBST. REDUTORAS NAS FEZES 2ª AMOSTRA,Ativo,28030249,,,S,,"9,14","9,14",2 - CH,"9,14","0001 - R$ 1,00",1,100,Parasitologia,
1,1,1243,PSR3,PESQUISA DE SUBST. REDUTORAS NAS FEZES 3ª AMOSTRA,Ativo,28030249,,,S,,"9,14","9,14",2 - CH,"9,14","0001 - R$ 1,00",1,100,Parasitologia,
1,1,1508,PGN2,PESQUISA DE GORDURA NAS FEZES 2ª AMOSTRA,Ativo,1175,,,S,,"11,56","11,56",2 - CH,"11,56","0001 - R$ 1,00",1,100,Parasitologia,
1,1,1509,PGN3,PESQUISA DE GORDURA NAS FEZES 3ª AMOSTRA,Ativo,1175,,,S,,"11,56","11,56",2 - CH,"11,56","0001 - R$ 1,00",1,100,Parasitologia,
1,1,194,MCR24,MICROALBUMINURIA [URINA 24 HORAS],Ativo,28130456,,,S,,"16,08","16,08",2 - CH,"16,08","0001 - R$ 1,00",1,100,Urina Diversos,
1,1,195,MCF,MICROALBUMINURIA [URINA ISOLADA],Ativo,1254879999,,,S,,"16,08","16,08",2 - CH,"16,08","0001 - R$ 1,00",1,100,Urina Diversos,
1,1,331,CEU,CETONURIA,Ativo,1123,,,S,,"5,03","5,03",2 - CH,"5,03","0001 - R$ 1,00",1,100,Urina Diversos,
1,1,340,PBJ,PROTEINA DE BENCE JONES [URINA ISOLADA],Ativo,28130332,,,S,,"10,05","10,05",2 - CH,"10,05","0001 - R$ 1,00",1,100,Urina Diversos,
1,1,321,DIS,DISMORFISMO ERITROCITARIO,Ativo,1152,,,S,,"10,05","9,045",2 - CH,"10,05","0001 - R$ 1,00",1,100,Urinalise,
1,1,325,URI,SUMÁRIO DE URINA,Ativo,28130367,,,NC,,,,2 - CH,13,"0001 - R$ 1,00",1,100,Urinalise,
